State County Code,AQI,ALAND,AWATER,INTPTLAT,INTPTLONG,PCP,TEMP,WIND,Region,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Construction,Manufacturing,Wholesale trade,Retail trade,Information,"Professional scientific and technical services",Administrative and support and waste management and remediation services,Other services (except government and government enterprises),Farm earnings Forestry Fishing Mining Quarrying Oil Gas extraction,Finance Insurance Real estate Rental Leasing,Arts Entertainment Recreation Accommodation Food services,Workers 16 years and over,Car truck or van,Car truck or van-Drove alone,Car truck or van-Carpooled,Public transportation (excluding taxicab),Walked,Bicycle,Taxicab motorcycle or other means,Worked at home,No vehicle available,1 vehicle available,2 vehicles available,3 or more vehicles available,State Code,County Code,AQI Label
34011,41.59836065573771,1252327405,503300501,39.328434,-75.121628,40.47,56.6,,2.0,5746384.0,153797.0,37363.0,278194.0,606800.0,256448.0,314526.0,35245.0,76410.0,90115.0,121241.0,128372.0,124576.0,86586.0,59964.0,88.3,76.2,12.1,1.8,2.7,0.1,5.9,1.1,5.5,21.1,36.1,37.3,34,11,1
34013,43.23224043715847,326643513,8478686,40.7874,-74.24629200000001,38.09,55.4,3.7848853134328366,2.0,48521777.0,796914.0,60887.0,1194449.0,1571323.0,1588555.0,1091463.0,654236.0,3881455.0,1034055.0,1142531.0,60189.0,4408145.0,1004419.0,359927.0,68.5,61.2,7.3,22.0,3.9,0.1,1.2,4.3,11.8,32.0,37.3,18.9,34,13,1
34015,43.30827067669172,833866376,38354111,39.722875,-75.145679,39.45,56.9,,2.0,14618207.0,292330.0,50006.0,696925.0,722561.0,679182.0,838336.0,87827.0,363502.0,329213.0,298753.0,49613.02,269581.0,285062.0,148718.0,90.9,85.4,5.5,2.8,1.2,0.1,1.2,3.9,2.5,15.4,40.3,41.8,34,15,1
34017,44.997267759562845,119786739,41812801,40.731375,-74.078601,38.25,56.8,,2.0,37957299.0,677983.0,55986.0,774834.0,643385.0,,1395550.0,1200966.0,2578127.0,2009548.0,704210.0,,8048542.0,912798.0,350608.0,44.4,35.7,8.7,43.0,7.8,0.5,1.8,2.6,24.7,42.0,23.5,9.8,34,17,1
34019,43.185915492957754,1108070035,24849191,40.565283,-74.911969,37.94,53.5,,2.0,10237035.0,124676.0,82109.0,516690.0,205720.0,303853.0,368325.0,101769.0,695459.0,141245.0,183814.0,33737.0,552701.0,151579.0,65278.0,84.6,79.4,5.3,3.7,1.8,0.0,0.4,9.5,0.9,10.6,44.4,44.1,34,19,1
34021,46.17213114754098,581097880,11661948,40.282503000000005,-74.703724,39.19,55.2,,2.0,23462248.0,371023.0,63237.0,626423.0,1211666.0,806653.0,849942.0,524121.0,3783809.0,717465.0,600294.0,3483.0200000000004,2394307.0,470053.0,175409.0,81.6,70.7,10.9,7.5,3.9,0.5,1.4,5.1,4.1,22.1,42.9,30.9,34,21,1
34023,44.99180327868853,800962803,35374817,40.439613,-74.407579,38.93,55.7,,2.0,46858965.0,837073.0,55980.0,1725845.0,3220217.0,3618707.0,1932664.0,1142643.0,5734276.0,2057826.0,1287855.0,1083945.0,3004073.0,805446.0,400150.0,81.6,72.0,9.6,9.5,2.3,0.3,1.6,4.7,4.2,21.6,42.6,31.7,34,23,1
34025,40.35169491525424,1213125252,510444554,40.287048,-74.152446,41.75,55.5,,2.0,44583239.0,625846.0,71237.0,2162639.0,828329.0,1035149.0,1659132.0,930793.0,2863494.0,829579.0,924547.0,43172.0,1812362.0,1045349.0,314243.0,82.5,74.5,8.0,8.4,1.5,0.5,1.3,5.8,3.1,16.1,42.8,38.1,34,25,1
34027,38.054945054945065,1192817713,54393389,40.858581,-74.547427,38.02,52.6,,2.0,44392211.0,498423.0,89065.0,1453673.0,2924015.0,3373605.0,1635944.0,935134.0,6671160.0,1749658.0,884498.0,11073.02,3858725.0,1671878.0,255780.0,86.2,79.7,6.5,5.8,1.9,0.3,0.6,5.2,1.7,15.5,42.6,40.2,34,27,0
34029,40.00276243093923,1628655943,740759175,39.865669,-74.258864,42.12,55.5,,2.0,28092185.0,592497.0,47413.0,1208232.0,397070.0,341578.0,1264711.0,123389.0,860473.0,489070.0,605305.0,166213.0,682529.0,627881.0,245171.0,89.6,82.8,6.8,1.7,1.8,0.5,1.7,4.8,2.8,18.3,41.7,37.2,34,29,1
34031,41.78518518518519,481749389,32075737,41.037890000000004,-74.29828,35.42,52.8,,2.0,24151483.0,507945.0,47547.0,1091051.0,2027612.0,846076.0,1117694.0,133069.0,879310.0,559482.0,573554.0,31090.01,828483.0,351197.0,241495.0,81.7,69.4,12.3,10.1,3.5,0.5,1.3,2.8,11.4,25.3,35.3,28.0,34,31,1
34039,43.415300546448094,266174384,7037555,40.659871,-74.308696,38.02,55.9,,2.0,34342192.0,555630.0,61808.0,1422691.0,2536462.0,1656048.0,1147429.0,614061.0,3385377.0,897231.0,861511.0,1279.02,1601896.0,620762.0,274946.0,76.1,67.6,8.5,13.1,2.7,0.2,4.0,4.0,6.7,23.6,41.0,28.6,34,39,1
34041,41.77868852459017,923351614,15840101,40.853491,-75.009498,37.49,52.1,,2.0,5485870.0,106617.0,51454.0,,303084.0,,229928.0,15558.0,141833.0,,120797.0,18932.01,72064.0,85711.0,55226.0,93.0,82.0,11.1,1.0,1.9,0.0,0.3,3.8,3.6,15.1,42.0,39.3,34,41,1
35001,53.133879781420774,3007078788,16475147,35.054002000000004,-106.66906399999999,9.86,55.5,4.092351781420765,6.0,27780961.0,676953.0,41038.0,1374865.0,859333.0,809093.0,1444463.0,626429.0,3098643.0,881070.0,721546.0,53414.0,1441925.0,1002795.0,317291.0,89.4,79.9,9.6,2.0,1.6,1.4,1.1,4.5,2.3,20.6,42.5,34.6,35,1,1
35003,11.166666666666664,17933560031,14194439,33.901858000000004,-108.39208799999999,15.08,50.0,,6.0,114653.0,3508.0,32683.0,1957.0,686.0,,,,,,,2119.0200000000004,,,,,,,,,,,,,,,,35,3,0
35005,17.871794871794872,15708886721,25500073,33.361604,-104.469837,11.08,60.8,,6.0,2357212.0,65282.0,36108.0,52418.0,53352.0,50226.0,129955.0,12647.0,51891.0,27782.0,41654.0,277060.0,59625.0,67442.0,27162.0,93.2,80.9,12.2,2.8,1.9,0.0,0.5,1.6,2.0,14.5,40.7,42.9,35,5,0
35013,60.35245901639344,9863101539,17658237,32.350912,-106.832182,8.26,63.4,,6.0,7037142.0,214207.0,32852.0,284919.0,151024.0,79920.0,274306.0,33088.0,312385.0,142798.0,138572.0,203609.0,204620.0,321730.0,88099.0,91.5,83.2,8.3,0.4,2.5,0.6,0.3,4.8,2.6,16.9,43.7,36.8,35,13,1
35015,45.58839779005525,10816737062,56443962,32.457834999999996,-104.306434,14.46,63.4,,6.0,2770237.0,57621.0,48077.0,168122.0,103393.0,55790.0,111423.0,10473.0,68049.0,129058.0,50005.0,777831.0,76154.0,67051.0,,,,,,,,,,,,,,35,15,1
35025,42.32142857142857,11373742011,8469170,32.795687,-103.413271,13.49,62.1,,6.0,2327562.0,69749.0,33371.0,248201.0,-357491.0,85527.0,137858.0,14093.0,54580.0,53918.0,89062.0,684471.01,106230.0,75660.01,,,,,,,,,,2.7,17.2,35.9,44.2,35,25,1
35027,11.575221238938052,12512530131,554701,33.740941,-105.449083,12.38,56.1,,6.0,806929.0,19429.0,41532.0,26148.0,1975.0,2443.0,39965.0,3364.0,,8598.0,19641.0,2241.0200000000004,19804.0,48359.0,,,,,,,,,,,,,,35,27,0
35028,9.277310924369747,282784643,229865,35.870047,-106.30796799999999,15.46,48.9,,6.0,1188521.0,18147.0,65494.0,18256.0,,,19707.0,3286.0,,96572.0,15672.0,,34600.0,12633.0,,,,,,,,,,,,,,35,28,0
35029,20.780555555555555,7679944726,433660,32.184523,-107.74719099999999,9.97,62.3,,6.0,751860.0,24450.0,30751.0,25534.0,42538.0,6122.0,35456.0,,7794.0,,,47300.0,9805.0,14423.0,,,,,,,,,,,,,,35,29,0
35039,44.1353591160221,15179716420,91476941,36.509669,-106.693983,16.65,46.8,,6.0,1306864.0,40040.0,32639.0,20172.0,5250.0,3581.0,35243.0,2505.0,13633.0,17915.0,19266.0,4189.0,11349.0,26906.0,,,,,,,,,,,,,,35,39,1
35043,43.977839335180064,9606259427,13714612,35.685091,-106.883119,10.6,51.7,,6.0,5493079.0,142025.0,38677.0,130431.0,387267.0,54516.0,130690.0,28502.0,101341.0,170292.0,87876.0,17784.010000000002,67691.0,101600.0,59696.0,88.9,81.0,7.9,1.4,1.9,0.5,1.3,6.1,1.2,13.9,37.8,47.0,35,43,1
35045,46.986338797814206,14279020830,65437427,36.511624,-108.324578,9.79,53.1,,6.0,4373762.0,115079.0,38007.0,222501.0,60432.0,107970.0,261871.0,,68644.0,46585.0,100491.0,585441.01,108605.0,110923.0,45185.0,95.1,84.3,10.8,0.3,1.8,0.0,0.4,2.4,1.2,19.7,41.6,37.5,35,45,1
35049,44.72677595628415,4941598720,3647895,35.514324,-105.96577099999999,12.29,51.1,,6.0,7649744.0,148651.0,51461.0,209182.0,49691.0,83809.0,371709.0,73849.0,384735.0,105101.0,223129.0,14982.0,253517.0,378662.0,70389.0,85.6,76.9,8.7,2.3,1.7,0.6,0.9,8.8,1.2,21.7,38.5,38.5,35,49,1
35053,12.676470588235292,17213598994,5305753,33.991658,-106.939136,10.58,55.9,,6.0,555220.0,17027.0,32608.0,4772.0,8175.0,,15197.0,847.0,26333.0,,7435.0,21630.02,5117.0,14019.01,,,,,,,,,,,,,,35,53,0
35055,13.842541436464089,5704119092,3383126,36.576529,-105.63798600000001,17.2,44.3,,6.0,1166208.0,33065.0,35270.0,38880.0,7544.0,9035.0,50328.0,9402.0,35018.0,,25908.0,3978.0,22957.0,84536.0,,,,,,,,,,,,,,35,55,0
35061,44.72099447513812,2760177312,5437201,34.716840000000005,-106.806582,8.56,57.5,,6.0,2370768.0,75626.0,31349.0,68463.0,38002.0,11232.0,74370.0,3428.0,22499.0,12933.0,35924.0,-1476.9899999999998,26334.0,26665.01,,,,,,,,,,0.2,17.7,31.1,51.0,35,61,1
36001,39.150273224043715,1354083641,27161700,42.58824,-73.97400999999999,32.7,49.4,,2.0,17588013.0,308846.0,56948.0,871067.0,689531.0,667940.0,1069639.0,611482.0,1895828.0,500885.0,560101.0,8267.02,1712715.0,476706.0,158099.0,82.8,74.8,8.0,5.6,5.0,0.7,1.2,4.6,7.4,24.4,42.6,25.6,36,1,1
36005,44.002732240437155,108910661,39682657,40.848711,-73.852939,39.61,56.8,2.83001539766082,2.0,48263471.0,1455720.0,33154.0,1353069.0,401329.0,1083552.0,1423357.0,255926.0,376185.0,489682.0,1347358.0,,854889.0,993760.0,591367.0,27.4,23.2,4.2,60.1,7.3,0.4,1.5,3.3,47.1,35.2,13.6,4.1,36,5,1
36013,40.087431693989075,2745973927,1139481429,42.304216,-79.407595,44.15,48.6,5.596652117486336,2.0,4736835.0,129504.0,36577.0,149032.0,660359.0,75047.0,231305.0,31020.0,67939.0,63104.0,107459.0,66194.0,71025.0,120349.0,52224.0,90.7,82.2,8.5,0.3,3.1,0.6,0.7,4.7,4.8,20.4,50.5,24.4,36,13,1
36027,36.39502762430939,2060678181,76956282,41.75477,-73.740041,34.87,52.0,,2.0,14762580.0,294473.0,50132.0,541524.0,1019836.0,,615235.0,131269.0,450144.0,246243.0,355658.0,14360.01,290084.0,372003.0,141502.0,82.4,75.3,7.2,5.7,4.1,0.4,1.0,6.3,3.2,21.4,40.2,35.1,36,27,0
36029,44.330601092896174,2700574449,476965184,42.752759000000005,-78.778192,35.44,49.7,5.922758045649076,2.0,43804180.0,921046.0,47559.0,1561429.0,3649624.0,1635957.0,2045493.0,528415.0,2416061.0,1189824.0,1040029.0,88307.0,2822816.0,1739675.0,431593.0,89.4,81.9,7.5,4.1,2.4,0.4,0.6,3.0,5.2,25.3,43.1,26.4,36,29,1
36031,41.13114754098361,4646734030,316369694,44.109601,-73.77843100000001,39.1,43.6,,2.0,1574626.0,38102.0,41327.0,59308.0,77678.0,13979.0,67782.0,9188.0,22386.0,10598.0,40521.0,15217.0,20715.0,103919.0,,,,,,,,,,,,,,36,31,1
36033,20.05191256830601,4219632482,176707575,44.594376000000004,-74.31067,39.44,43.7,,2.0,1839304.0,50409.0,36488.0,39045.0,,17271.0,75566.0,9527.0,32093.0,15687.0,29697.0,11379.02,21051.0,35480.0,,,,,,,,,,,,,,36,33,0
36041,33.239067055393576,4447987884,234205889,43.657879,-74.50245600000001,45.63,42.9,,2.0,238798.0,4542.0,52576.0,6652.0,,,7245.0,684.0,,978.0,3264.0,1053.01,,13508.0,,,,,,,,,,,,,,36,41,0
36043,32.71671388101983,3655805548,120422420,43.571009000000004,-74.84109699999999,48.07,44.9,1.6619382268907557,2.0,2353405.0,62613.0,37587.0,69860.0,164425.0,67988.0,76298.0,6553.0,17805.0,11675.0,47931.0,21480.0,21260.0,48026.0,,,,,,,,,,,,,,36,43,0
36045,36.39457831325301,3285912844,1524622410,43.996389,-76.052968,38.09,46.9,,2.0,4983276.0,114006.0,43711.0,178123.0,162024.0,62235.0,232551.0,36755.0,64285.0,48194.0,96904.0,45088.0,75711.0,113162.0,52825.0,84.1,77.8,6.3,0.3,9.4,0.0,2.8,3.4,4.7,22.4,48.6,24.3,36,45,0
36047,30.06830601092896,180813964,69955385,40.635045,-73.95064,38.62,57.1,,2.0,117003297.0,2629150.0,44502.0,3003919.0,1175921.0,2046384.0,3488779.0,1444891.0,2927512.0,1450450.0,2663155.0,,3007883.0,2378895.0,1206979.0,22.1,17.9,4.1,61.8,8.5,1.8,1.1,4.7,46.7,37.9,12.1,3.3,36,47,0
36055,40.24863387978142,1702166306,1837580224,43.464475,-77.66465600000001,29.6,50.6,2.754608211699164,2.0,36057927.0,747727.0,48223.0,1348346.0,3395734.0,1474314.0,1463989.0,742198.0,2791862.0,1173780.0,880262.0,23133.0,1823592.0,870545.0,357450.0,88.0,80.8,7.2,3.5,3.4,0.5,0.6,4.0,3.9,22.8,46.8,26.5,36,55,1
36059,24.98360655737705,737649064,436824706,40.729612,-73.589414,36.13,56.1,,2.0,107985845.0,1361500.0,79314.0,3449188.0,1927705.0,3603702.0,4696794.0,2070970.0,5708671.0,2201261.0,2109464.0,17240.0,5681776.0,2276388.0,669299.0,74.6,67.9,6.7,17.6,2.4,0.2,0.7,4.4,2.3,15.9,42.4,39.3,36,59,0
36061,45.800546448087424,58677325,28554883,40.776641999999995,-73.970187,39.16,57.0,,2.0,256501286.0,1643734.0,156048.0,6079763.0,2653235.0,12638073.0,10460063.0,36188967.0,71094014.0,12888925.0,9043259.0,53191.0,113629526.0,20038218.0,883213.0,8.0,6.0,1.9,59.2,20.2,2.2,3.4,7.1,71.0,24.7,3.8,0.5,36,61,1
36063,40.43636363636364,1352887116,1598842827,43.456731,-78.792142,27.58,51.0,,2.0,8884116.0,211758.0,41954.0,247653.0,707254.0,121059.0,378622.0,27466.0,169542.0,173179.0,160689.0,27092.02,146746.0,202016.0,99470.0,93.4,86.5,7.0,0.9,2.2,0.4,0.8,2.2,3.9,22.0,43.2,30.8,36,63,1
36065,22.98066298342541,3139921985,117340432,43.242727,-75.434282,45.9,46.9,,2.0,9302208.0,231190.0,40236.0,221973.0,565896.0,165281.0,409083.0,98404.0,324897.0,132187.0,199883.0,30453.0,502954.0,232868.0,98303.0,90.6,82.6,8.0,0.9,3.6,0.0,1.3,3.6,5.6,24.1,43.2,27.1,36,65,0
36067,36.483606557377044,2016071028,70469619,43.006516,-76.196134,41.92,48.3,5.344878519774009,2.0,22314588.0,466194.0,47865.0,885811.0,1686126.0,1136224.0,1096164.0,369185.0,1611358.0,574140.0,586683.0,28278.0,1395886.0,595337.0,221486.0,88.2,79.1,9.1,2.9,3.8,0.4,0.6,4.2,5.4,22.5,44.5,27.5,36,67,0
36071,36.994535519125684,2103888458,68104062,41.402409999999996,-74.306252,36.53,51.7,,2.0,17930625.0,379210.0,47284.0,561966.0,610896.0,546926.0,883677.0,188543.0,568298.0,339063.0,388726.0,51375.0,351524.0,352642.0,175678.0,83.2,72.6,10.7,4.7,4.4,0.1,2.3,5.4,5.7,19.7,36.3,38.3,36,71,0
36075,35.823321554770324,2464746080,933480216,43.461443,-76.209262,44.0,48.0,,2.0,4386420.0,118987.0,36865.0,196740.0,265779.0,39651.0,172186.0,11297.0,,33139.0,81263.0,11907.0,51227.0,84405.0,51064.0,90.3,81.7,8.6,1.0,4.7,0.0,0.7,3.3,1.5,20.9,42.2,35.4,36,75,0
36079,37.725761772853176,596504171,41282800,41.427904,-73.743882,37.9,52.1,,2.0,5903623.0,98900.0,59693.0,267571.0,,90446.0,105736.0,39734.0,147552.0,63157.0,117582.0,4769.0,70979.0,79882.0,46717.0,84.4,74.9,9.5,8.1,1.3,0.2,0.3,5.7,2.3,12.9,42.6,42.2,36,79,0
36081,43.08743169398907,281708062,179390933,40.658566,-73.83801700000001,39.16,56.8,5.595109825136608,2.0,101410177.0,2333054.0,43467.0,6573799.0,1542209.0,1996677.0,2958694.0,768106.0,1528716.0,1902262.0,2672553.0,,3803119.0,2320691.0,1117422.0,38.1,31.3,6.7,52.1,5.9,0.5,0.8,2.6,28.4,38.0,22.6,11.0,36,81,1
36085,44.224043715846996,150675181,114250150,40.561263000000004,-74.1399,38.1,56.8,,2.0,24480250.0,476015.0,51427.0,1006579.0,,196685.0,661414.0,126656.0,375001.0,268434.0,420672.0,,404921.0,247521.0,208190.0,63.5,56.7,6.8,30.3,2.5,0.0,0.8,2.9,9.0,27.7,38.8,24.5,36,85,1
36087,40.87052341597797,449229420,66831873,41.154639,-74.02464499999999,38.78,53.7,,2.0,18105782.0,326780.0,55407.0,772084.0,838756.0,582438.0,687748.0,245031.0,809126.0,424077.0,339521.0,1564.02,420703.0,357305.0,143192.0,80.5,68.4,12.1,8.0,3.6,0.2,2.2,5.6,6.3,19.5,38.8,35.5,36,87,1
36091,35.30285714285714,2097880371,87571838,43.106134999999995,-73.855387,37.51,48.4,,2.0,14144235.0,227053.0,62295.0,500161.0,853855.0,352945.0,410670.0,83171.0,566966.0,139120.0,226142.0,10036.02,583745.0,363860.0,118808.0,91.3,84.4,6.9,1.0,1.9,0.0,0.6,5.2,1.0,18.9,47.6,32.5,36,91,0
36101,36.8099173553719,3601567659,34992742,42.266725,-77.385525,33.16,48.0,1.8112952916666656,2.0,3922890.0,96940.0,40467.0,68711.0,418628.0,30138.0,142314.0,23949.0,440306.0,136750.0,87058.0,34890.0,85638.0,85304.0,43189.0,89.3,78.6,10.7,0.5,6.0,0.6,1.0,2.7,5.6,21.9,44.0,28.5,36,101,0
36103,43.420765027322396,2361434905,3784958366,40.943554,-72.69221800000001,34.33,54.1,,2.0,90832402.0,1492583.0,60856.0,4843575.0,4534642.0,4181174.0,3787801.0,1201396.0,4639696.0,2375659.0,1830379.0,203066.0,5189596.0,2075151.0,731785.0,87.8,79.5,8.2,5.7,1.4,0.3,1.0,3.9,2.0,12.9,37.6,47.4,36,103,1
36109,38.2409972299169,1229335153,43793781,42.453006,-76.473483,33.36,47.9,,2.0,4274850.0,104871.0,40763.0,94568.0,278178.0,40863.0,184883.0,36518.0,282514.0,39482.0,106851.0,67759.0,133029.0,146514.0,50200.0,71.4,62.5,8.9,6.5,14.0,2.0,0.5,5.6,5.6,26.6,43.0,24.8,36,109,0
36117,36.78917378917379,1563903156,2018194942,43.458758,-77.063164,33.37,49.2,,2.0,3788229.0,90798.0,41722.0,146217.0,460793.0,58182.0,125534.0,6997.0,47006.0,58008.0,69157.0,77007.0,44150.0,40649.0,44223.0,92.7,83.2,9.5,0.1,3.1,0.0,0.6,3.5,2.7,16.4,43.9,37.0,36,117,0
36119,41.595628415300546,1115031348,179949077,41.152770000000004,-73.745912,37.03,54.0,,2.0,91743508.0,974542.0,94140.0,3297108.0,2523696.0,1818940.0,2185857.0,1037496.0,5460631.0,1457495.0,1706693.0,7288.02,5252527.0,1986497.0,465648.0,65.8,58.3,7.6,22.6,4.7,0.2,1.3,5.4,7.4,25.1,40.3,27.2,36,119,1
37003,36.194244604316545,673358173,9445981,35.920951,-81.17746700000001,33.93,59.3,,5.0,1274078.0,37428.0,34041.0,24782.0,168016.0,9864.0,23476.0,1037.0,,13661.0,32795.0,63037.02,15185.0,14066.0,,,,,,,,,,,,,,37,3,0
37011,42.74860335195531,640601895,445285,36.07209,-81.92028499999999,42.48,51.8,,5.0,569271.0,17516.0,32500.0,28315.0,3863.0,5803.0,24747.0,1553.0,,25393.0,19887.0,10827.02,14179.0,50528.0,,,,,,,,,,,,,,37,11,1
37013,3.4622093023255816,2154915918,338848867,35.482313,-76.842014,70.64,63.4,4.847656025352113,5.0,1841994.0,47526.0,38758.0,42888.0,200852.0,37185.0,72834.0,9403.0,34563.0,61841.0,48256.0,48140.0,40053.0,54748.0,,,,,,,,,,,,,,37,13,0
37019,15.337837837837839,2200507464,519018582,34.038754,-78.227765,61.71,64.4,4.333038813333333,5.0,4820537.0,126953.0,37971.0,192925.0,90156.0,42520.0,163731.0,22992.0,127065.0,78683.0,107769.0,32830.020000000004,103267.0,160054.0,44513.0,88.2,79.5,8.6,0.1,2.1,0.0,1.8,7.7,3.4,18.6,44.7,33.3,37,19,0
37021,39.30874316939891,1700039448,8947760,35.609371,-82.530426,34.67,55.8,,5.0,11071174.0,256088.0,43232.0,471931.0,883081.0,258398.0,637561.0,120430.0,554068.0,342747.0,334467.0,49984.0,471391.0,628559.0,121687.0,87.5,79.4,8.0,0.6,2.4,0.5,0.7,8.2,0.9,19.8,46.7,32.7,37,21,1
37027,35.13636363636363,1222192510,7038401,35.957915,-81.530002,38.99,58.8,,5.0,2647747.0,81449.0,32508.0,64324.0,323236.0,147068.0,91967.0,8097.0,27887.0,38235.0,67639.0,5812.02,29902.0,38604.0,,,,,,,,,,2.5,20.3,31.9,45.2,37,27,0
37031,36.782874617737,1314749437,2131001181,34.858343,-76.53586,73.3,64.5,,5.0,3172812.0,68890.0,46056.0,87860.0,54701.0,62313.0,162889.0,15527.0,62650.0,52090.0,79074.0,2624.0200000000004,85140.0,112555.0,28065.0,90.9,80.6,10.4,0.1,0.8,1.4,1.6,5.2,1.3,20.1,46.1,32.6,37,31,0
37033,30.45592705167173,1101692694,8643884,36.394298,-79.339609,48.82,59.8,1.4697773333333333,5.0,733366.0,22910.0,32011.0,18595.0,18235.0,2223.0,7476.0,,4781.0,5835.0,13511.0,30840.02,3337.01,,,,,,,,,,,,,,,37,33,0
37035,37.83798882681564,1039548607,37947138,35.661883,-81.214906,32.88,60.4,,5.0,6489428.0,156459.0,41477.0,183437.0,1436921.0,401464.0,418531.0,40616.0,205079.0,213170.0,172075.0,30885.02,171741.0,195553.0,70429.0,94.2,86.3,7.8,0.1,0.9,0.0,1.9,2.9,1.6,17.5,40.5,40.4,37,35,0
37051,40.16120218579235,1690007529,15401460,35.050191999999996,-78.82871899999999,57.22,63.4,,5.0,12376828.0,327127.0,37835.0,352863.0,482091.0,160322.0,553459.0,78789.0,407319.0,309564.0,312293.0,22082.02,247273.0,315341.0,144486.0,89.6,80.9,8.6,0.6,3.9,0.1,1.6,4.2,2.7,28.9,39.7,28.7,37,51,1
37057,35.955801104972366,1432696232,37467777,35.795131,-80.207107,35.2,60.6,,5.0,5865732.0,164926.0,35566.0,174344.0,592046.0,164695.0,164992.0,13668.0,81095.0,126639.0,143677.0,24219.0,71016.0,147706.0,73527.0,94.0,83.5,10.5,0.7,1.2,0.0,0.9,3.1,2.6,16.6,33.7,47.2,37,57,0
37063,42.642076502732245,741739587,29723581,36.033822,-78.87812,49.23,60.5,,5.0,14064619.0,306212.0,45931.0,448387.0,3392666.0,774555.0,531972.0,448003.0,2868296.0,540514.0,469471.0,10093.02,1448449.0,492036.0,157309.0,86.6,76.6,10.0,4.5,2.3,0.5,1.5,4.6,4.5,27.5,41.5,26.5,37,63,1
37065,35.69101123595506,1309062990,3717083,35.917051,-77.602662,58.01,61.4,,5.0,1763207.0,53318.0,33070.0,34642.0,163831.0,34346.0,88163.0,,11952.0,14001.0,,28547.0,20890.0,26940.0,,,,,,,,,,,,,,37,65,0
37067,43.385245901639344,1056112599,11821654,36.132466,-80.256961,36.33,59.9,,5.0,16595996.0,371511.0,44672.0,549061.0,1350657.0,,925573.0,111356.0,947885.0,580315.0,422038.0,28142.0,1353368.0,498629.0,168335.0,91.4,82.8,8.6,0.8,1.7,0.1,1.2,4.8,3.2,21.2,40.1,35.5,37,67,1
37075,46.87323943661972,756200800,25045983,35.348364000000004,-83.830915,44.49,55.3,,5.0,252807.0,8558.0,29540.0,31726.0,2789.0,2717.0,6550.0,900.0,,5472.0,6667.0,2919.0200000000004,4428.0,,,,,,,,,,,,,,,37,75,1
37077,42.37558685446009,1377849157,14503651,36.299884000000006,-78.657634,44.72,59.9,,5.0,2075434.0,59031.0,35158.0,63109.0,391720.0,,53475.0,2833.0,22055.0,48902.0,30544.0,15492.02,19528.0,23741.0,,,,,,,,,,,,,,37,77,1
37081,41.860655737704924,1672533675,30735336,36.079065,-79.78866500000001,41.59,60.5,,5.0,22706890.0,521330.0,43556.0,980620.0,3014232.0,1498142.0,1160749.0,376939.0,1393921.0,1070931.0,686147.0,46320.0,1859164.0,738038.0,242239.0,90.8,81.9,8.9,1.2,1.4,0.2,0.8,5.7,2.5,26.1,39.0,32.5,37,81,1
37087,41.87547169811321,1433738456,2414518,35.557099,-82.97282299999999,37.83,52.6,,5.0,2377718.0,60682.0,39183.0,60750.0,375263.0,15805.0,105923.0,9709.0,42417.0,27912.0,58691.0,1600.02,46856.0,58850.0,,,,,,,,,,,,,,37,87,1
37095,22.18518518518519,1585933592,2192961833,35.408157,-76.153687,68.88,63.9,,5.0,203064.0,5517.0,36807.0,7350.0,4785.0,13563.0,7520.0,129.0,1224.0,,4237.0,53483.0,1272.01,7696.0,,,,,,,,,,,,,,37,95,0
37099,49.09225092250922,1271376787,9779083,35.279928999999996,-83.122478,41.16,54.0,,5.0,1399624.0,42241.0,33134.0,43020.0,17907.0,11361.0,55921.0,6758.0,,24021.0,40003.0,3663.02,16630.0,74235.0,,,,,,,,,,,,,,37,99,1
37101,40.83552631578947,2049314207,11529964,35.5134,-78.367311,55.42,62.6,,5.0,7007859.0,191450.0,36604.0,303789.0,566886.0,173633.0,257502.0,16836.0,101134.0,125857.0,153845.0,93059.0,123389.0,125443.0,,,,,,,,,,1.4,13.5,44.2,40.8,37,101,1
37105,43.39944903581267,660580380,10752322,35.476335999999996,-79.172117,45.95,62.1,3.297873819178081,5.0,2226406.0,59616.0,37346.0,98872.0,489209.0,91748.0,103805.0,6802.0,38273.0,87510.0,50202.0,19742.0,42794.0,48560.0,,,,,,,,,,,,,,37,105,1
37107,40.310880829015545,1033630023,5900300,35.240068,-77.63551,66.37,63.0,,5.0,2209720.0,57307.0,38559.0,117667.0,367585.0,48207.0,93539.0,4770.0,44056.0,66238.0,58728.0,56034.02,75808.0,38530.0,,,,,,,,,,,,,,37,107,1
37109,45.5260663507109,766277674,23376228,35.488490999999996,-81.226892,32.77,61.1,,5.0,3294665.0,81168.0,40591.0,144655.0,308131.0,70735.0,105573.0,8552.0,62512.0,78371.0,71748.0,28272.02,45895.0,87223.0,,,,,,,,,,0.6,11.5,38.3,49.6,37,109,1
37113,35.58260869565217,1335358123,10567195,35.152959,-83.421901,44.07,55.0,,5.0,1263179.0,34376.0,36746.0,73896.0,24384.0,9277.0,67998.0,6702.0,58918.0,20472.0,40506.0,6376.01,32192.0,64394.0,,,,,,,,,,,,,,37,113,0
37117,27.873646209386287,1182135018,746610,35.847301,-77.119602,66.9,62.2,,5.0,826463.0,23172.0,35666.0,14966.0,96759.0,10113.0,33544.0,2693.0,8186.0,12465.0,15487.0,38777.0,24057.0,,,,,,,,,,,,,,,37,117,0
